_id,place_id,name,html_notes
124,44,general,"There are toilets in Malham village (not National Trust - open), and at the Orchid House (next to Tarn House on the north shore of Malham Tarn). In Upper Wharfedale there are toilets at Kettlewell and Buckden in the car parks (not National Trust - open) and at Hudswell Woods there are toilets in Round Howe car park (not National Trust 20p charge - open). 
Dogs are welcome across most of the estate, but please keep them on leads. Assistance dogs only on the boardwalk of the National Nature Reserve at Malham Tarn.
Some areas of working farmland with livestock roaming.
Please note that swimming and boating are not allowed on Malham Tarn for the following reasons: the danger of cross contamination of water borne diseases and pests from other water sources, the dense vegetation in the water makes swimming extremely hazardous, algal blooms in the water are poisonous. Thank you for helping us to protect this special wetland site."
125,44,family,"A programme of events is listed in the What's On section. 
Learning activities available for school groups. 
Small exhibitions giving information about the Malham Tarn area in Town Head Barn, Malham and next to the Orchid House at Malham Tarn (both currently closed). "
126,44,accessibility,"Malham Tarn is accessible for Trampers and there is one available to book. Please see article for further information. 
There are RADAR facilities in Malham, Kettlewell and Buckden Yorkshire Dales National Park Authority car parks and Round Howe car park (Hudswell Woods)."
127,46,general,"Public toilets (not NT) in Haslemere Waitrose car park 
Toilets for customers of the nearby pubs 
Dogs on leads are welcome - several springs line the base of Black Down and there are cattle troughs available for dogs
Several (non NT) tea shops in Haslemere High Street 
Source local produce for a picnic in local delicatessens and Roundhurst Farm in the town 
Fires and barbecues are not permitted anywhere on site to help protect our countryside.
Camping and overnight stays are not permitted in any of our car parks"
128,46,family,"The sandy tracks make it a great spot for walking at any time of the year
Parents with pushchairs can access the site easily
Fires and barbecues are not permitted anywhere on site to help protect our countryside."
129,46,accessibility,"Follow the well used, accessible track from the main car park to enjoy a circular tour and expansive views"
130,47,general,"Free parking at Plymbridge car park:OS SX524585
Please respect social distancing measures"
131,47,family,"Peregrine viewing platform at Cann Viaduct, March to early summer. Ring 01752 341377 for more information."
132,47,accessibility,Full access statement below
133,48,general,"The garden, café and shop are open 10-5 (last entry/last orders 4.30)
The bookshop is generally open 11-4, but we may not have volunteer cover some days, so if you particularly want to visit the bookshop please call ahead to check.
Toilets, including accessible toilets, are open in the car park, next to the bookshop in the garden and in the café.
Please note: new for the 2022 season, the entrance to the café is now from within the garden itself, with a shorter route for visitors with accessibility needs direct from the car park via a RADAR key accessible gate.
Dogs (on leads) welcome throughout the garden (assistance dogs only in the café and bookshop).
Free parking, 150 yards. The car park is locked at 5.15
Those arriving on foot or bicycle can enter via the white gates (cycle parking is next to the reception/shop)
Nearest EV charging points are at Tesco or Sainsbury's supermarkets, Penzance"
134,48,family,"Baby changing facilities available.
Seasonal activities for families during school holidays"
135,48,accessibility,"Separate mobility parking available 100 yards from garden entrance. Drop-off point available for garden near reception.
Approximately 75% of garden accessible to wheelchair users. Main drive is tarmac, remaining paths are gravel. Visitors using manual wheelchairs may need assistance from a companion due to incline of garden setting
Accessible toilets available in the car park, garden and café.
An electric all-terrain mobility Tramper is available. Booking in advance is essential. Please call : 01736 363148 (option 2) or email: trengwainton@nationaltrust.org.uk to book and see the article on Things to see and do, for more information. 
Accessible map (including large print) available.
Full access statement is below."
136,50,general,"The donkey wheel and cherry garden will remain closed for the time being.
Dogs on leads welcome on estate walks (livestock in most fields). Assistance dogs only in the walled gardens and Tea Room.. 
Toilets are available on site. 
Free parking available for visitors.
Balls, bikes and scooters will not be allowed on to the property."
137,50,family,"Baby-changing facility
Please note that balls, bikes and scooters are not permitted on site."
138,50,accessibility,"Accessible parking in main car park, 220 yards from property. 
We have a visitor shuttle buggy to drive visitors from Visitor Reception to the main site, please note this does depend on volunteer availability.
Adapted toilet in toilet block. This is a separate accessible toilet shared with baby-changing facility
Grounds are partly accessible, loose gravel paths in the gardens and across the site, slopes, some cobbles. Accessible gate to bluebell woods, via a well trodden footpath across a field, but beyond path is not paved or gravelled. If you need access to this gate please contact us before your visit.
Roughly 250 yards from car park to toilets and gardens.
For further accessibility guidance, please view access statement on the website. "
139,49,general,"There are public toilets on the waterfront.
There are no National Trust facilities at Pin Mill but there is the Butt and Oyster Pub on the waterfront
Footpaths only, no cycling or horse riding"
